date,months,strat_gross,strat_net,bench_gross,bench_net,alpha_net,bucket
2026-07-08,1.9053876478318001,7.402955237317185,7.046816235155383,2.3128227939421926,1.961957403137805,5.084858832017578,1-2m
2026-07-09,1.8725361366622864,-2.224940200144956,-2.571104259750352,1.4847315118499815,1.1347240617060566,-3.7058283214564085,1-2m
2026-07-10,1.8396846254927726,-0.026816920994692416,-0.37525833743095893,0.31986185224293295,-0.028938739349637328,-0.3463195980813216,1-2m
2026-07-13,1.7411300919842312,12.161676006120633,11.800606750341194,0.29845535310812615,-0.05032306036663346,11.850929810707827,1-2m
2026-07-14,1.7082785808147174,-1.089933381406523,-1.4372733602864483,0.831613141041075,0.4822823515727514,-1.9195557118591997,1-2m
2026-07-15,1.6754270696452036,8.984130874759675,8.626353701903403,0.576193118233966,0.2271269556585874,8.399226746244816,1-2m
2026-07-16,1.6425755584756898,1.8180913210706944,1.4677384948298626,0.5297207819973843,0.18070276690007933,1.2870357279297833,1-2m
2026-07-17,1.609724047306176,2.2551027802301515,1.904297190015105,0.261692445404272,-0.0870478800070021,1.991345070022107,1-2m
2026-07-20,1.5111695137976346,0.9520051004618277,0.6025495793855127,-0.29153374624011624,-0.6397009038684505,1.2422504832539631,1-2m
2026-07-21,1.4783180026281209,0.5620843607576665,0.21303281550404254,-0.6184918880139886,-0.9663203019673791,1.1793531174714216,1-2m
2026-07-22,1.445466491458607,-1.9548520878480133,-2.301295971161807,0.2725625219472924,-0.07618906536331303,-2.2251069057984942,1-2m
2026-07-23,1.4126149802890933,2.2344888215264502,1.8837045883208638,0.9799935483574124,0.6305090299616067,1.2531955583592571,1-2m
2026-07-24,1.3797634691195795,2.753977415178082,2.4026549678929996,0.9779522654232161,0.6284698618904306,1.774185106002569,1-2m
2026-07-27,1.281208935611038,-0.3376230284388339,-0.6857424354507132,-0.26780030267464316,-0.6159920492422598,-0.06975038620845342,1-2m
2026-07-28,1.2483574244415243,-1.1395021226794255,-1.4867907460632321,-0.3262566024522281,-0.6743877856042798,-0.8124029604589523,1-2m
2026-07-29,1.2155059132720105,-4.598507584340175,-4.942212518951452,-1.22881349302962,-1.5760095857254224,-3.3662029332260297,1-2m
2026-07-30,1.1826544021024967,-5.390458222860808,-5.7333426601808455,-1.140059023842794,-1.4873470702513814,-4.245995589929464,1-2m
2026-07-31,1.149802890932983,-3.4858893713947836,-3.830747029655106,-1.5334985209674619,-1.8803789459588092,-1.9503680836962969,1-2m
2026-08-03,1.0512483574244416,3.825668305572498,3.4732355372271826,-2.942932367459436,-3.2883525541518575,6.76158809137904,1-2m
2026-08-04,1.0183968462549278,2.647657228455487,2.296444933774576,-2.3510356901529352,-2.69706910903029,4.9935140428048665,1-2m
2026-08-05,0.9855453350854139,0.636408203524286,0.28727965535065253,-2.7797661604385806,-3.1253553948271215,3.4126350501777742,1-2m
2026-08-06,0.9526938239159001,-0.6703599086543809,-1.0181345849524592,-2.5260770933132894,-2.871929161245069,1.8537945762926098,1-2m
2026-08-07,0.9198423127463863,-5.727881763308405,-6.070416614319057,-2.6141046771725307,-2.959865544478172,-3.1105510698408847,1-2m
2026-08-10,0.8212877792378449,-0.9919780026689564,-1.3394194678272018,-2.6801221256296417,-3.025814595821871,1.6863951279946692,1-2m
2026-08-11,0.7884362680683311,-0.759122109171171,-1.1068048237464534,-2.43514648712495,-2.781092763347549,1.6742879396010955,1-2m
2026-08-12,0.7555847568988173,-2.5003947123674486,-2.846273388427277,-2.3515661275782858,-2.6975989968980785,-0.1486743915291986,1-2m
2026-08-13,0.7227332457293035,-1.2631576237983122,-1.610318134394807,-2.235525583054157,-2.5816786757159362,0.9713605413211293,1-2m
2026-08-14,0.6898817345597897,-3.6828130013390763,-4.027466637660288,-1.928116005992106,-2.2745875891165652,-1.7528790485437225,1-2m
2026-08-17,0.5913272010512484,-1.7978264329208575,-2.1444330020363336,-1.8357725161850758,-2.182339771412765,0.03790676937643145,1-2m
2026-08-18,0.5584756898817346,-0.33261083058468516,-0.6807354304641022,-1.2697375868825704,-1.6168912803346227,0.9361558498705205,1-2m
2026-08-19,0.5256241787122208,-2.4252977247059393,-2.7712542046994524,-0.9705058017710086,-1.3179695131171092,-1.4532846915823432,1-2m
2026-08-20,0.49277266754270693,0.6263026390607341,0.2771845607167469,-1.3611176607358606,-1.7081766802279155,1.9853612409446624,1-2m
2026-08-21,0.45992115637319314,1.1865687156256621,0.8368701758541117,-1.3576794506274834,-1.7047420322633697,2.5416122081174812,1-2m
2026-08-24,0.36136662286465177,-1.158359789291687,-1.5056288752654314,-1.048382151584659,-1.395765179450044,-0.10986369581538735,1-2m
2026-08-25,0.328515111695138,-1.0928234271883808,-1.4401604118479368,-1.8118072081285324,-2.1583992925177826,0.7182388806698459,1-2m
2026-08-26,0.2956636005256242,-0.6420757863992789,-0.9898797663490839,-1.6290328402591912,-1.9758142873011795,0.9859345209520955,1-2m
2026-08-27,0.2628120893561104,-2.9393352583827608,-3.2847591718456526,-1.3530038986888142,-1.7000713244115895,-1.584687847434063,1-2m
2026-08-28,0.22996057818659657,-2.3655551460756707,-2.7115735221287975,-1.5044574176228942,-1.8513679305331938,-0.8602055915956037,1-2m
2026-08-31,0.1314060446780552,-3.9780663950313837,-4.32241413525508,-1.1703791877656502,-1.5176358210896799,-2.8047783141654,1-2m
2026-09-01,0.09855453350854139,-0.8368130499703884,-1.184415273157217,-0.5234627691077695,-0.8713896375996937,-0.3130256355575234,1-2m
2026-09-02,0.0657030223390276,0.06812846342991286,-0.28041132079210884,-0.2608101824780073,-0.6090091711317014,0.32859785033959255,1-2m
2026-09-03,0.0328515111695138,-0.5677760317890579,-0.9156569897024276,-0.15718809952548007,-0.5054944454237296,-0.410162544278698,1-2m
